dim1,dim2
7.2248497,-4.3630595
8.32823,-0.87435657
10.4341,0.28125855
7.6453767,-2.4463108
0.43798435,-19.961302
12.949315,10.955068
14.349629,8.789477
1.046272,-20.456032
2.22025,-18.756577
6.589574,1.8826432
10.777605,-2.177678
2.0185528,21.51133
9.218948,-1.3513758
1.1927031,-20.339039
10.770384,-0.47321025
0.8984943,-20.7986
2.5257218,-20.691671
-0.48974496,-18.979532
9.424356,-2.1863918
-0.65529525,-21.10392
-0.43714294,-21.600655
7.556003,1.4600515
7.355007,-1.2268076
10.1125555,-1.7698908
0.8271185,-18.122412
5.0864725,-21.600657
12.826211,11.400256
2.7741528,-20.420961
2.0496507,-20.370739
10.559385,11.228316
10.889258,-0.9056812
3.7738585,-19.90209
6.763015,-0.2904149
5.668321,-0.81012416
11.233076,-13.379999
1.2283255,-17.970808
0.41032207,-19.794039
6.39832,1.582994
1.6891074,-18.245409
6.3732615,-20.147057
2.4342139,-21.081387
4.772888,-19.18121
11.271029,-13.243086
11.787,13.206986
8.352403,1.1461085
11.506634,11.250563
3.7194872,-22.265816
11.121402,-1.2859694
11.202022,-2.0746627
6.056272,-20.117672
10.900589,12.293165
5.795601,-3.9679964
0.054582793,-19.753428
6.02722,-0.38363966
6.2892604,-19.922247
7.8362603,0.11027402
0.87442124,-21.984745
9.270583,-3.4400733
10.7491045,-2.531785
6.73082,1.9824533
7.730308,-0.92144114
5.398882,-3.2795591
4.622456,1.8750182
6.554022,1.7497779
13.9331,9.948866
10.383943,-2.7618558
1.0967561,-21.924603
2.254313,20.723873
1.8607981,-21.772305
10.530245,-3.6864045
10.760193,0.16247816
4.3939853,1.4517664
4.429787,-22.103817
5.332162,-0.43089554
9.258765,-0.7246577
9.573523,1.1909013
10.977233,11.007348
1.0818096,-20.34602
4.2052245,-21.388716
5.8302884,-0.81099343
8.514279,-4.745942
2.5916982,21.764236
7.774461,0.8895373
11.093298,-13.124776
10.3749695,0.06076345
1.0877501,-18.07128
7.88526,-0.88578784
11.844656,13.1092825
11.045276,-2.1069853
6.947917,-0.011586921
10.648969,10.841248
7.998551,-2.7305064
7.288763,-2.0990815
8.585323,0.39460337
7.11946,-2.1700914
1.9960157,-21.4634
11.370019,12.040634
10.972435,-2.2618442
10.53681,-13.577662
13.374864,10.82244
7.94845,1.2525845
3.919548,1.9729217
11.13001,-1.9806083
7.860585,-4.6863017
6.9146266,-3.3692799
3.4923568,-19.135557
14.415813,8.848164
10.396954,11.367712
10.878781,-1.284444
7.439871,-1.8297317
5.691595,-2.6207275
6.1535454,0.67278796
11.012581,-1.3539335
4.452809,-18.833696
10.177582,-3.6416876
6.516736,-2.0765622
9.89162,-3.8437998
12.001246,13.196719
11.000313,12.785594
7.2967367,-4.6931796
4.67043,1.1064917
13.948184,9.338583
4.503591,2.2945511
0.011952029,-21.508984
12.866831,11.011956
3.1201816,-19.99826
0.2821265,-18.162477
1.4855168,-18.546537
14.431788,9.441487
6.755968,-2.4028487
0.047183655,-19.05069
0.60892504,-20.483786
-0.22711167,-21.301159
11.893414,10.330526
4.444303,-23.584301
6.2152925,-2.5478778
5.407827,-22.25505
1.490994,-19.0076
1.0583315,-19.093292
1.3375782,-18.102564
11.797585,13.001167
12.023532,12.1310215
11.209465,-13.402108
6.737287,1.6869292
11.716784,13.247269
10.596743,-1.9463673
11.685803,10.096638
5.5519323,-0.4927243
1.9744922,20.570187
0.8231466,-19.097841
12.281816,11.614336
10.328108,-0.19391295
7.7789903,-3.6107547
0.091804154,-19.221056
3.888768,1.7033916
5.3781033,-22.51219
1.4110838,-21.263027
13.265665,10.73056
6.2594395,-4.3161917
4.7397766,-6.4426785
4.013156,-18.781982
12.08011,10.982363
9.334111,-0.33519414
2.0110822,-21.650698
5.1935196,-22.552536
14.575944,9.266882
2.1043134,20.378342
2.764728,21.517857
1.061625,-22.375906
11.062108,-13.18834
7.6864195,-2.187515
9.733436,0.84074044
10.943201,-1.1308873
3.8620074,1.9088739
8.785036,-2.6275446
10.148281,-13.535222
9.4020815,0.21694171
8.954785,-0.08932411
1.2028254,-20.963278
-0.54820776,-21.311003
5.075652,1.8826607
6.7324557,-2.2162986
3.129558,-21.8872
11.093413,-1.6728766
7.6267295,-1.7419002
1.9107089,-19.834864
4.734023,-6.6593895
4.1682496,-18.787083
4.8874125,-19.292208
0.05000565,-19.672033
14.677287,9.206073
9.211254,0.3558056
8.900935,-0.3181022
10.474958,10.987965
4.462289,-21.962458
11.821073,10.565629
5.3356185,-21.775175
6.040252,-2.2524612
14.467767,8.788754
2.06253,-20.495874
7.947887,-0.2201823
2.3638422,20.540886
8.777884,-0.4591684
0.81159616,-20.705683
3.7241936,-18.825048
10.908679,-0.82475
1.5589619,-18.179657
4.9399595,-6.486471
8.065834,-4.428975
6.6098475,-0.57651424
4.630249,-18.798265
0.5898893,-22.233505
-0.075090535,-19.921997
6.2825413,1.5085156
10.977844,-2.415787
9.678031,0.94716424
8.010101,-4.041478
14.314664,9.379527
5.933314,-0.84830964
5.730245,1.0421339
11.966145,11.577297
9.478671,0.49375224
6.8995624,-3.0125947
10.844416,10.492959
10.387268,0.1600445
14.195366,9.011969
2.14156,21.69949
14.169352,9.178104
3.4110115,-20.030119
2.775471,-18.648964
9.590481,0.36790535
6.409863,1.8820472
4.415614,2.1475563
5.6143417,-2.3994133
3.3418639,-18.80356
9.102771,-3.025666
5.103625,-21.873926
0.18577091,-20.494675
11.592769,11.915079
2.4331136,-18.45178
12.440161,11.751419
10.684185,0.104369424
5.6247168,1.0761874
2.9693143,21.825623
11.627788,11.962932
8.255145,0.45966396
7.549924,-3.2072475
7.4496903,-3.035398
10.088419,-3.4766543
11.374869,-13.548852
10.944148,11.737166
4.428713,-19.339478
10.846815,-0.745679
0.26357606,-19.828487
9.221311,-2.7745655
6.156524,1.8648529
10.719336,11.20484
6.521407,-2.1963222
7.542606,1.4649689
7.7208962,-0.51799124
7.1967525,0.9897079
7.0448627,-0.98042905
9.424577,-2.1050086
2.332426,-20.20151
8.236069,-1.2566844
1.2703927,-21.08508
12.503617,10.177838
8.992393,-3.5685844
11.143081,11.712477
2.911955,-23.1975
4.590689,-19.43115
10.200221,-13.531986
3.3368397,-22.918835
7.094926,-0.81252307
-0.45686567,-21.211035
10.585506,-2.4872658
9.674193,-1.4395521
4.822568,-6.373406
7.9887714,-1.3191162
5.309076,1.7842709
-0.28299832,-20.951603
2.09899,-22.448608
5.596624,0.43474063
2.8186624,-21.5134
11.476512,13.481664
9.071696,0.8336881
8.619813,-0.61611223
1.6359798,-18.965816
3.6214838,-21.010294
9.002131,-0.11489644
5.857101,-0.51935244
9.09992,-1.693894
0.21781142,-20.255718
14.470733,9.241047
1.6042876,-22.042593
13.000874,11.275591
1.8176235,-20.120213
4.7425995,-6.627838
6.3074007,-2.026674
3.9520285,-21.809622
6.3450623,-2.5841713
4.5431156,-23.227962
4.025804,1.9989643
8.881811,-1.1410689
3.002993,-20.91669
14.91534,9.079952
10.9793415,-0.12622394
11.296411,-1.7338561
0.41484165,-19.5867
1.4315861,-18.272058
0.028116789,-21.162298
1.7279981,-20.741499
8.73413,-4.5108385
0.0453834,-18.392096
2.799828,21.845686
10.37151,11.603021
4.286713,-19.286108
5.334891,-2.3311892
9.946297,-0.3057852
9.839236,-3.0007586
12.166119,11.492573
4.215926,1.757732
10.337665,-3.3929086
4.6024675,1.4719688
10.735656,0.785829
3.5051155,-22.429548
4.566947,2.1944542
5.815849,-3.5479066
5.546767,0.27304375
8.609674,-3.9100716
9.958649,-0.017592596
14.384588,9.227489
12.29372,11.338411
10.459639,11.537096
7.5589585,-2.8311272
6.680012,2.070023
2.6924212,-20.217545
6.056302,1.5985845
4.058414,-22.789131
8.317196,-2.0850194
5.4622245,-2.0947766
5.01484,-19.113667
8.024594,1.3766452
0.38388833,-20.367176
7.2033806,1.6511027
3.3355775,-23.551018
1.1695124,-18.986942
2.2778735,-18.51966
5.8586264,0.38504177
6.9504757,-4.376576
11.474291,9.971054
14.406436,9.048973
7.6832604,1.2626222
1.5084298,-18.197252
1.0687367,-19.812466
4.2268276,-22.28745
9.288871,-0.12899296
2.6100879,-22.280857
7.6216936,1.2480503
6.243199,-3.0474045
1.014304,-19.982916
1.9314607,-18.335623
10.590869,11.533771
3.085733,-23.60982
10.054141,0.7687876
2.8844428,-23.240955
4.643268,-18.870617
11.28153,-13.453066
7.043704,-2.0963368
5.856396,-3.445512
11.341796,12.746966
8.631094,0.84070045
14.164628,9.763356
3.7638724,-21.029934
7.633197,-0.5981005
1.4211763,-21.577744
8.368617,-4.225845
8.008622,-4.3488436
4.4026093,2.4455957
10.328724,-1.78116
11.684585,11.616099
11.998441,9.742976
6.186036,-1.6712078
7.452719,-2.6075997
7.456531,-0.41761878
7.0019145,-0.39097944
10.794988,-1.448249
10.83666,10.590167
8.940451,-4.477456
5.750629,-3.0702457
0.09406943,-19.68692
6.852391,-3.228761
5.392564,-0.72677475
10.922012,12.723477
8.13289,0.30370852
2.8236258,21.978262
10.493057,-1.7008402
2.8111992,-22.78343
9.825066,-1.5068508
1.7883236,21.389814
8.822347,-4.3218627
0.53738993,-18.679491
5.515518,1.6253722
11.041793,-1.5506063
7.15455,1.482803
11.398085,13.058373
6.449419,-3.1150665
4.281024,-19.091105
10.202734,0.5198512
9.223648,0.69587064
7.2501793,-0.5849551
10.043198,0.25602716
11.267524,12.843198
2.71194,-18.823631
4.6445227,2.3776534
10.626411,-0.91800404
6.8554273,-0.27376774
1.2606186,-19.99465
1.2273245,-18.901655
14.072079,9.386594
-0.52218086,-21.075397
0.23120284,-20.734625
5.176742,-2.2829857
9.027879,-4.347401
11.919368,12.902718
3.665148,-21.249283
0.28821978,-20.107592
4.505616,-21.730686
9.781329,0.23188467
12.45359,10.440752
10.393195,-3.191963
10.522401,0.020441959
9.001499,-4.258491
13.620317,10.504039
10.402619,-0.24310549
2.9456134,-18.99852
10.719874,-13.204327
10.650995,-0.35525563
1.6416527,-20.141212
2.2925434,20.869505
5.905582,-19.993877
2.4449124,-18.46977
2.039554,-18.275356
0.8089014,-19.669102
9.27042,-0.4558109
8.743779,-4.334249
6.3310575,-2.5326624
1.2505379,-20.082592
11.031577,-12.94323
2.4997122,-18.590553
6.158745,-2.3744125
3.6086159,-20.537516
3.7657368,-21.877518
2.4605746,-18.777039
-0.21061267,-20.340767
1.0087023,-22.580753
11.6127,9.544823
3.5695882,-19.751158
6.076951,-2.1245606
3.8588483,-18.54812
12.834499,10.741145
6.0773096,-1.0868771
8.531093,1.2492828
10.781225,0.2868741
1.5117188,-21.505905
2.5708332,-21.203646
11.295148,12.439519
9.446742,0.5124873
7.7328453,-2.486663
2.2478862,-18.792923
1.0658445,-19.859314
6.672648,1.1272281
0.68443424,-19.476591
8.220417,-0.2083805
2.9896696,-22.583704
10.343119,-13.422993
1.0594077,-22.374933
1.8507668,-18.76259
7.0314198,-2.0612168
0.40038806,-19.485249
5.393739,-22.810276
7.292573,-1.4148744
5.8293047,0.88525933
7.365515,-1.1957817
0.03702252,-18.817253
0.94071966,-20.032967
5.7555037,1.1664971
11.109271,10.076296
3.6100073,-22.762592
-0.29116517,-21.699667
3.7931268,-22.641047
2.774871,-21.323927
9.12856,-0.51273
4.941876,-22.487654
2.9332242,-20.593502
10.133431,-0.6446026
9.771727,-2.687146
1.6332166,-18.03488
9.78698,-0.4578853
10.749396,-1.605871
11.839018,13.333183
3.7698314,-21.663294
8.758423,0.48187938
3.7044032,-22.53285
4.4182305,-22.296705
8.588193,-2.2188394
1.8966992,-20.267473
2.702957,21.487202
6.404521,-2.209511
-0.0033398909,-18.476744
4.5178556,-22.715345
5.7821584,0.9197416
10.6689005,-12.780998
5.579705,1.0750691
6.0984054,-19.829178
5.2919836,-22.373358
3.4620292,-20.796625
6.3137965,-1.3313746
1.4821966,-17.975008
4.108124,-18.711662
7.8771057,1.1348238
1.1535616,-20.972708
9.651918,-3.4597175
7.7027607,-3.2889962
6.165349,-4.393409
9.747611,0.8398014
2.513189,20.859934
11.936944,9.691856
4.231741,-18.458368
4.4345036,2.0632477
3.9385564,-20.827394
3.788899,-23.387762
4.962828,-22.794853
1.2931612,-19.355043
6.770697,0.88478225
9.240549,-2.2299097
10.191548,-1.4477185
14.163946,8.624707
2.6788716,21.883625
8.009156,-2.6824925
3.2859616,-18.857738
6.458675,-1.7602458
13.068251,11.233013
4.9851446,-23.083195
5.568185,-5.526543
5.8943825,-2.0377543
2.0032806,-18.088118
10.651503,-0.13175845
6.0215535,2.1375642
2.3617775,21.800566
2.3586977,-20.738194
4.793733,-21.489384
9.168151,-3.8190033
2.0114105,-19.150229
8.058242,-3.2690082
6.055825,-3.5646644
12.008396,12.212704
0.47117805,-20.090343
6.144011,-2.589199
7.1836257,-1.9486306
10.307577,-3.7988057
7.2607265,1.6953629
1.8402545,-20.911268
10.188435,-0.2993228
5.152738,-21.921955
10.2674265,-13.319505
8.93883,-4.3739724
4.6408453,-19.69672
6.2527933,1.2902026
9.640902,0.6746315
4.5563993,1.6264578
6.797745,-2.6907053
11.708017,12.441178
7.227966,1.2985038
4.195288,-22.463385
9.191049,-3.6391885
6.1423984,1.2835573
7.6771646,-2.3446803
0.5666666,-19.509293
6.998495,1.9487644
0.14878891,-19.934664
6.1546965,1.4642575
2.8409312,-19.916075
6.3825326,-0.35363027
0.103045866,-20.333305
2.8773472,21.669365
10.204508,0.8608079
7.0351872,-2.3932238
7.1782317,-3.356435
6.2918525,-0.28334627
4.094809,-18.755817
9.59324,-0.0639208
2.308677,-20.294971
0.3480184,-18.475946
2.2783196,-20.723017
4.2369213,-19.181038
-0.17342749,-18.592972
10.863125,-12.9488535
11.900383,9.814054
3.2658398,-19.037016
2.8201096,21.762989
1.8021789,21.306473
6.304906,-19.808367
7.416334e-05,-19.197964
0.81949604,-20.085012
2.6374083,-20.162607
10.927295,0.06801328
6.560939,-2.3469415
2.5569556,-21.267765
10.8529415,-0.3072938
2.9441,-22.826271
-0.38462198,-21.547451
11.678019,12.569163
10.077775,0.5077754
2.8199723,-23.063585
8.277918,-4.623916
8.81266,0.15055937
9.0844345,-2.3701935
11.223045,-1.4232559
7.9792886,-3.9394565
6.2354026,-0.6554234
11.637568,9.599357
6.511752,-1.5660158
8.499308,-4.368947
