dim1,dim2
-0.59765947,-21.373468
8.493354,0.5009167
9.008895,-3.3155208
7.129807,0.7161432
9.549723,0.33279857
9.737634,-0.6413902
2.64576,-21.217527
4.117372,-20.912748
-0.4782144,-21.490107
10.412709,-2.6056442
7.1514482,0.8272323
9.757747,-0.2580929
11.379958,11.783617
1.7488508,-19.401194
4.224532,1.909334
2.6923842,-19.033829
7.420166,-3.9757254
1.3107823,-20.336401
9.438094,-0.12274386
11.174296,-1.6436403
7.7263064,0.7632883
13.143731,10.566789
6.999992,-1.5792872
2.7759237,-18.741919
9.856075,-13.642057
10.612487,-13.237224
6.4481144,-2.215503
4.075684,1.5503418
12.715924,10.335517
11.296209,-1.688614
6.444848,-3.1780086
2.986047,-19.4779
6.6155567,-0.36684883
3.927479,-19.952322
10.214443,-2.6443226
9.351149,-2.5956166
10.79996,-2.054891
0.42507464,-20.11817
10.406308,-1.0858777
1.6403147,-19.478613
3.9018795,-20.615753
0.62954897,-18.073322
9.208905,-0.26734546
9.301715,-1.8868635
7.7819524,-4.160983
9.442186,0.84550893
4.163335,-22.98769
0.9135701,-20.661901
7.253583,-1.670184
5.3539834,-22.896423
1.9113562,-20.762955
6.755166,1.497691
8.443059,-3.91165
-0.3906068,-21.535791
0.92146015,-19.45296
0.03487634,-19.99325
8.561014,-2.7072272
4.238161,-23.407818
8.011515,-1.4034941
3.5914207,-21.620792
1.4714991,-19.500492
5.155758,-6.2173448
4.670904,-19.08859
11.079759,-13.169054
6.2231307,1.1754555
9.147505,-2.179393
1.8498282,20.686678
10.38428,-0.98163056
10.803493,11.650286
9.742744,0.83966196
2.4681473,-22.236025
8.556281,-0.21710932
5.8104496,1.0036758
1.3469974,-21.438728
10.698066,-12.918319
9.898392,-2.472282
3.188463,-22.090265
3.6477842,-22.953634
10.359117,-13.187674
7.7839046,-4.9329047
7.2039404,1.4053652
4.3968635,1.3644181
4.3692718,1.7489964
4.5494294,-20.003113
-0.1494118,-19.526716
4.454469,-21.920677
6.7368608,-2.7085233
10.571703,-13.132237
9.255011,-1.9524244
11.692124,13.335302
7.180559,0.17343874
-0.04882073,-21.710682
6.3365974,-20.140846
9.781515,0.58844674
11.667191,10.341933
4.58939,-23.457697
-0.011946221,-18.530172
1.0790807,-21.241154
14.532959,9.018255
11.822395,12.872925
6.437126,-1.7200886
8.781741,0.08674586
1.0403818,-18.598566
2.277421,-19.533955
5.2532706,0.75000083
7.451648,-2.3755
3.0804443,-20.968628
10.854453,11.081934
